Ensemble Gene ID	H2	H3	H4	K2	K3	K4
ENSMUSG00000101736	81	94	81	17	91	75
ENSMUSG00000097398	46	90	62	32	8	31
ENSMUSG00000099848	46	53	15	2	90	74
ENSMUSG00000101333	69	71	93	9	77	55
ENSMUSG00000099378	33	35	92	99	35	77
ENSMUSG00000099544	97	76	7	27	62	86
ENSMUSG00000036206	99	62	59	47	92	100
ENSMUSG00000102700	22	47	89	93	30	2
ENSMUSG00000102083	29	92	4	26	85	4
ENSMUSG00000101288	56	16	94	32	98	41
ENSMUSG00000099938	30	100	79	11	61	64
ENSMUSG00000055013	82	41	19	19	33	44
ENSMUSG00000104114	19	12	0	35	38	31
ENSMUSG00000088371	65	64	90	40	77	87
ENSMUSG00000101662	97	93	16	47	13	86
ENSMUSG00000102009	70	70	14	15	3	92
ENSMUSG00000088775	29	89	19	66	85	88
ENSMUSG00000103252	67	39	93	6	82	44
ENSMUSG00000034486	69	89	21	60	51	35
ENSMUSG00000092627	12	10	75	55	26	0
ENSMUSG00000067081	35	18	96	47	40	93
ENSMUSG00000026301	29	88	61	33	38	78
ENSMUSG00000100850	11	7	48	94	62	8
ENSMUSG00000044337	73	43	20	73	98	48
ENSMUSG00000104087	13	47	12	87	78	47
ENSMUSG00000101951	85	27	88	54	51	31
ENSMUSG00000101028	81	19	62	35	84	67
ENSMUSG00000098368	42	65	9	95	1	16
ENSMUSG00000101997	78	93	76	95	2	8
ENSMUSG00000103292	14	81	32	66	11	62
ENSMUSG00000034432	16	12	0	93	46	52
ENSMUSG00000056128	19	20	62	88	38	3
ENSMUSG00000048126	85	10	88	10	39	40
ENSMUSG00000103061	88	12	87	15	79	45
ENSMUSG00000103978	52	92	38	1	8	62
ENSMUSG00000026303	36	74	34	40	58	13
ENSMUSG00000090550	43	92	71	24	45	37
ENSMUSG00000026304	90	99	91	26	49	85
ENSMUSG00000100791	2	23	1	85	80	7
ENSMUSG00000026305	41	48	7	95	47	98
ENSMUSG00000070732	24	5	0	83	60	37
ENSMUSG00000100018	0	99	66	62	96	57
ENSMUSG00000034353	43	85	73	45	28	41
ENSMUSG00000034343	83	42	46	17	36	45
ENSMUSG00000083064	87	58	57	57	94	45
ENSMUSG00000097285	92	74	24	45	48	97
ENSMUSG00000026307	18	45	30	7	26	67
ENSMUSG00000090322	75	79	93	47	92	56
ENSMUSG00000049515	93	42	17	18	5	63
ENSMUSG00000026308	55	64	9	84	80	9
ENSMUSG00000047443	3	8	54	48	5	8
ENSMUSG00000026309	61	50	4	88	68	68
ENSMUSG00000100253	8	18	89	81	73	19
ENSMUSG00000067071	97	54	36	34	15	48
ENSMUSG00000055866	5	17	1	94	93	29
ENSMUSG00000101911	48	5	57	45	39	14
ENSMUSG00000100151	15	21	9	51	83	49
ENSMUSG00000101958	16	44	78	19	13	24
ENSMUSG00000034292	1	38	56	75	5	54
ENSMUSG00000026311	26	2	48	73	53	92
ENSMUSG00000101705	34	54	3	95	38	12
ENSMUSG00000100980	73	58	67	1	19	18
ENSMUSG00000007805	64	56	45	44	95	81
ENSMUSG00000101414	4	24	76	3	3	29
ENSMUSG00000102745	33	36	1	58	57	16
ENSMUSG00000026313	48	63	57	51	19	2
ENSMUSG00000103101	64	6	78	62	21	78
ENSMUSG00000096941	36	17	65	32	21	85
ENSMUSG00000102565	11	33	2	90	8	39
ENSMUSG00000101265	93	68	48	77	45	99
ENSMUSG00000101522	3	15	77	1	99	78
ENSMUSG00000026260	63	99	82	87	39	79
ENSMUSG00000098288	68	70	35	11	2	34
ENSMUSG00000067064	61	23	4	71	28	52
ENSMUSG00000057464	65	20	4	51	44	18
ENSMUSG00000042849	39	66	4	98	99	75
ENSMUSG00000058904	41	95	94	52	35	20
ENSMUSG00000097001	70	21	33	25	73	26
ENSMUSG00000099363	98	38	67	44	75	48
ENSMUSG00000046300	45	62	87	98	66	2
ENSMUSG00000107778	22	72	37	23	88	41
ENSMUSG00000062497	4	26	96	82	17	74
ENSMUSG00000108131	30	45	7	14	63	41
ENSMUSG00000063583	32	3	79	25	47	82
ENSMUSG00000061616	39	94	68	63	41	100
ENSMUSG00000073616	88	55	84	57	29	53
ENSMUSG00000044055	38	81	51	0	63	100
ENSMUSG00000100546	54	56	8	17	69	11
ENSMUSG00000099665	47	25	97	25	94	81
ENSMUSG00000100781	47	27	88	3	21	98
ENSMUSG00000034220	89	43	50	49	64	55
ENSMUSG00000101995	0	70	26	5	32	57
ENSMUSG00000065470	43	95	70	27	25	54
ENSMUSG00000034212	37	22	36	95	13	70
ENSMUSG00000047067	86	98	68	52	88	11
ENSMUSG00000097251	56	26	32	30	5	95
ENSMUSG00000026269	71	80	75	11	12	17
ENSMUSG00000100632	89	73	10	59	8	10
ENSMUSG00000026270	77	43	56	88	59	36
ENSMUSG00000026271	66	94	66	18	61	1
ENSMUSG00000100021	35	75	71	83	12	18
ENSMUSG00000045091	92	25	3	16	75	34
ENSMUSG00000014602	60	75	55	36	100	64
ENSMUSG00000101378	47	88	16	20	69	24
ENSMUSG00000026272	16	8	21	60	76	72
ENSMUSG00000034159	50	26	37	71	86	61
ENSMUSG00000084989	1	38	0	49	41	62
ENSMUSG00000047793	49	17	33	19	98	41
ENSMUSG00000098997	67	10	28	19	20	73
ENSMUSG00000026273	91	24	24	10	76	94
ENSMUSG00000101172	6	56	7	51	89	58
ENSMUSG00000100351	35	69	93	23	2	84
ENSMUSG00000026274	5	78	71	24	25	59
ENSMUSG00000026275	39	10	36	48	83	74
ENSMUSG00000106302	7	13	30	38	28	88
ENSMUSG00000098689	43	16	9	9	47	54
ENSMUSG00000064389	55	66	53	7	94	40
ENSMUSG00000034107	6	77	57	99	5	72
ENSMUSG00000034088	37	1	68	11	68	82
ENSMUSG00000090489	45	54	42	62	10	4
ENSMUSG00000026276	16	42	76	51	27	31
ENSMUSG00000112508	17	16	94	2	53	78
ENSMUSG00000034066	37	99	99	90	13	86
ENSMUSG00000103854	23	35	10	73	77	0
ENSMUSG00000026277	22	45	36	77	71	82
ENSMUSG00000100927	13	64	34	35	39	21
ENSMUSG00000026278	29	28	55	20	52	62
ENSMUSG00000026279	64	74	82	53	5	84
ENSMUSG00000101952	37	80	33	16	99	51
ENSMUSG00000026280	36	38	45	1	22	11
ENSMUSG00000026281	93	86	3	17	50	32
ENSMUSG00000026283	49	13	22	25	37	77
ENSMUSG00000088961	48	3	74	75	95	79
ENSMUSG00000073609	49	42	69	67	28	100
ENSMUSG00000094651	64	76	14	1	5	0
ENSMUSG00000101660	91	18	5	36	8	21
ENSMUSG00000093805	51	60	48	9	24	44
ENSMUSG00000099624	85	93	2	21	60	11
ENSMUSG00000073608	55	24	99	14	43	38
ENSMUSG00000034000	39	21	98	37	15	77
ENSMUSG00000026285	6	27	76	36	15	57
ENSMUSG00000100990	81	62	73	35	52	4
ENSMUSG00000100347	76	80	76	80	53	88
ENSMUSG00000077413	92	19	50	1	0	29
ENSMUSG00000100518	15	71	76	39	62	12
ENSMUSG00000089310	49	51	85	52	5	17
ENSMUSG00000099592	43	51	92	51	34	95
ENSMUSG00000051185	52	71	27	65	88	50
ENSMUSG00000103973	57	51	44	69	66	67
ENSMUSG00000081051	76	73	45	93	84	79
ENSMUSG00000040710	3	74	20	87	53	46
ENSMUSG00000103197	83	5	73	89	31	24
ENSMUSG00000100777	54	78	5	74	60	98
ENSMUSG00000102718	75	70	5	65	36	98
ENSMUSG00000095955	12	34	48	50	92	25
ENSMUSG00000100062	76	49	61	52	51	43
ENSMUSG00000080345	19	98	83	54	25	87
ENSMUSG00000096585	55	40	77	84	35	69
ENSMUSG00000102658	75	12	2	23	37	24
ENSMUSG00000100336	96	24	30	43	52	59
ENSMUSG00000100589	22	51	51	27	42	95
ENSMUSG00000095610	22	74	40	66	25	37
ENSMUSG00000100362	71	60	62	43	19	9
ENSMUSG00000077255	53	83	38	88	20	96
ENSMUSG00000040693	50	36	21	76	54	95
ENSMUSG00000097814	40	84	92	83	85	89
ENSMUSG00000045463	25	87	49	25	0	76
ENSMUSG00000097480	25	38	42	41	4	58
ENSMUSG00000100454	40	13	23	69	96	84
ENSMUSG00000044757	77	77	38	63	64	7
ENSMUSG00000026331	19	40	96	5	42	91
ENSMUSG00000100484	83	1	7	66	48	4
ENSMUSG00000101348	19	12	90	30	51	36
ENSMUSG00000103179	87	40	15	75	73	49
ENSMUSG00000044768	13	6	98	58	11	44
ENSMUSG00000040648	75	52	70	93	61	59
ENSMUSG00000026333	53	9	99	76	22	73
ENSMUSG00000026335	91	25	58	77	7	4
ENSMUSG00000104140	34	95	40	16	60	85
ENSMUSG00000089169	89	36	61	99	18	43
ENSMUSG00000089782	57	100	21	7	21	43
ENSMUSG00000089706	14	78	67	14	64	9
ENSMUSG00000096085	8	67	99	81	56	77
ENSMUSG00000100182	59	4	23	43	1	54
ENSMUSG00000100711	59	57	49	0	24	91
ENSMUSG00000097608	74	62	64	79	59	18
ENSMUSG00000099634	20	67	83	61	10	33
ENSMUSG00000026336	40	27	38	62	87	84
ENSMUSG00000089791	60	44	19	59	83	99
ENSMUSG00000096193	11	69	25	58	84	55
ENSMUSG00000100009	62	20	92	38	68	27
ENSMUSG00000099686	23	70	73	46	86	70
ENSMUSG00000087804	40	89	17	15	1	8
ENSMUSG00000099453	24	87	100	47	10	83
ENSMUSG00000067028	82	27	64	46	68	30
ENSMUSG00000082431	81	87	85	71	94	99
ENSMUSG00000104104	34	71	84	63	13	5
ENSMUSG00000100662	83	91	97	77	65	90
ENSMUSG00000087883	5	23	47	73	31	88
ENSMUSG00000099835	57	10	70	100	52	26
ENSMUSG00000100794	48	17	56	17	55	15
ENSMUSG00000099427	15	28	79	69	19	51
ENSMUSG00000099892	66	69	15	23	43	47
ENSMUSG00000100977	41	82	90	48	67	9
ENSMUSG00000077039	63	35	52	5	56	45
ENSMUSG00000100684	8	74	90	68	34	20
ENSMUSG00000100088	42	75	63	68	47	3
ENSMUSG00000100222	31	14	31	90	32	0
ENSMUSG00000100065	20	33	35	22	84	84
ENSMUSG00000100349	84	23	22	27	60	81
ENSMUSG00000099375	33	4	28	66	51	27
ENSMUSG00000077295	79	43	18	4	88	0
ENSMUSG00000099770	38	28	72	94	65	69
ENSMUSG00000088510	11	54	72	13	5	29
ENSMUSG00000101890	29	44	9	44	22	96
ENSMUSG00000099989	17	86	17	7	74	85
ENSMUSG00000087908	57	84	57	14	6	46
ENSMUSG00000100955	80	75	25	40	82	53
ENSMUSG00000088594	38	84	68	53	14	52
ENSMUSG00000099469	6	56	39	55	39	16
ENSMUSG00000102325	99	14	40	47	27	35
ENSMUSG00000101297	25	33	0	88	63	73
ENSMUSG00000100059	64	80	43	28	32	41
ENSMUSG00000088161	22	10	52	18	30	47
ENSMUSG00000099464	48	23	2	73	70	71
ENSMUSG00000100935	29	16	29	46	36	23
ENSMUSG00000099801	98	65	48	54	42	50
ENSMUSG00000050840	4	51	10	24	74	35
ENSMUSG00000103991	4	70	77	9	83	27
ENSMUSG00000084704	81	42	9	81	60	7
ENSMUSG00000103060	70	1	88	66	5	74
ENSMUSG00000089866	15	41	75	45	18	50
ENSMUSG00000099669	57	38	7	86	49	34
ENSMUSG00000099702	34	46	22	2	55	93
ENSMUSG00000047496	88	63	79	82	52	76
ENSMUSG00000099582	99	38	58	22	86	2
ENSMUSG00000097482	17	84	66	58	72	64
ENSMUSG00000101214	13	83	10	36	94	88
ENSMUSG00000067017	58	30	66	88	65	26
ENSMUSG00000056536	27	31	6	5	32	39
ENSMUSG00000100672	68	82	6	19	71	76
ENSMUSG00000101219	18	47	44	31	19	11
ENSMUSG00000076999	21	76	13	67	50	68
ENSMUSG00000101656	89	92	81	63	35	53
ENSMUSG00000026319	91	61	11	30	64	93
ENSMUSG00000104044	11	34	27	2	82	77
ENSMUSG00000101330	32	2	37	84	69	41
ENSMUSG00000026321	52	82	15	23	60	10
ENSMUSG00000102690	42	14	28	14	11	99
ENSMUSG00000089206	94	13	3	41	84	25
ENSMUSG00000099448	83	44	14	84	43	59
ENSMUSG00000099843	82	36	75	79	40	8
ENSMUSG00000038866	77	14	15	24	7	66
ENSMUSG00000102501	84	71	50	49	67	0
ENSMUSG00000097612	94	66	99	2	41	15
ENSMUSG00000101583	89	36	82	15	42	8
ENSMUSG00000044340	49	55	8	8	11	93
ENSMUSG00000103291	58	3	30	53	75	71
ENSMUSG00000100247	15	37	46	68	44	65
ENSMUSG00000099604	51	44	3	9	82	68
ENSMUSG00000057329	88	78	43	1	77	86
ENSMUSG00000054006	76	12	22	52	10	81
ENSMUSG00000098344	13	40	2	7	52	92
ENSMUSG00000103348	19	41	48	79	18	53
ENSMUSG00000009905	78	70	76	94	47	40
ENSMUSG00000009907	53	40	76	2	37	86
ENSMUSG00000067006	98	52	90	82	6	76
ENSMUSG00000083613	8	3	93	25	99	16
ENSMUSG00000059956	61	45	11	0	80	86
ENSMUSG00000048775	88	80	63	52	58	69
ENSMUSG00000084228	78	41	9	86	74	47
ENSMUSG00000044594	70	11	24	40	11	55
ENSMUSG00000058017	61	43	25	38	69	38
ENSMUSG00000083884	77	98	44	64	29	53
ENSMUSG00000073602	50	26	95	11	67	34
ENSMUSG00000080729	75	92	82	79	28	99
ENSMUSG00000081114	91	96	40	81	83	43
ENSMUSG00000073601	70	90	46	82	64	79
ENSMUSG00000084189	8	30	9	1	16	73
ENSMUSG00000026327	5	95	11	10	95	4
ENSMUSG00000087210	68	51	24	87	0	90
ENSMUSG00000067001	85	36	23	27	3	88
ENSMUSG00000089278	87	5	33	76	57	98
ENSMUSG00000062345	10	23	70	4	86	63
ENSMUSG00000092572	72	62	46	39	36	27
ENSMUSG00000026315	65	82	90	53	95	98
ENSMUSG00000086161	31	65	35	90	10	12
ENSMUSG00000096241	45	32	53	66	47	98
ENSMUSG00000077237	41	49	97	97	16	70
ENSMUSG00000100457	58	64	45	62	52	76
ENSMUSG00000101477	48	80	33	46	11	82
ENSMUSG00000099484	84	33	53	81	17	84
ENSMUSG00000100041	30	99	47	35	55	66
ENSMUSG00000104478	61	15	84	48	49	21
ENSMUSG00000101231	13	47	62	59	83	15
ENSMUSG00000101097	18	12	16	58	49	35
ENSMUSG00000100831	19	21	29	12	85	9
ENSMUSG00000100884	8	96	33	56	81	50
ENSMUSG00000089037	38	63	95	67	24	61
ENSMUSG00000084741	82	49	4	14	73	13
ENSMUSG00000100025	43	100	14	96	10	91
ENSMUSG00000026312	64	4	61	19	46	80
ENSMUSG00000100290	66	3	81	98	12	6
ENSMUSG00000100758	74	25	85	68	6	82
ENSMUSG00000099926	61	64	2	11	12	9
ENSMUSG00000047216	25	93	80	9	21	32
ENSMUSG00000102788	53	29	46	87	2	51
ENSMUSG00000102160	40	78	75	22	60	42
ENSMUSG00000101253	12	38	81	58	80	7
ENSMUSG00000101846	17	54	5	8	23	42
ENSMUSG00000100555	53	34	5	30	76	30
ENSMUSG00000102728	44	64	2	6	72	86
ENSMUSG00000038702	22	28	34	60	55	78
ENSMUSG00000101875	51	87	43	76	45	30
ENSMUSG00000099732	34	83	17	13	31	90
ENSMUSG00000101220	23	69	43	43	79	27
ENSMUSG00000100020	39	81	38	27	4	26
ENSMUSG00000101054	97	68	6	27	14	89
ENSMUSG00000088691	18	44	8	83	46	76
ENSMUSG00000099884	85	13	72	55	62	22
ENSMUSG00000100304	26	37	49	21	87	78
ENSMUSG00000101453	85	4	39	44	15	35
ENSMUSG00000102105	4	99	43	17	9	87
ENSMUSG00000099943	72	24	60	71	8	59
ENSMUSG00000084546	61	69	24	15	47	67
ENSMUSG00000097648	60	79	38	13	31	82
ENSMUSG00000101687	30	85	7	10	48	6
ENSMUSG00000100515	76	20	76	65	31	60
ENSMUSG00000070695	45	70	6	6	4	35
ENSMUSG00000092948	77	54	84	80	24	61
ENSMUSG00000102033	45	40	47	26	35	71
ENSMUSG00000094429	88	74	40	42	40	48
ENSMUSG00000101154	63	35	15	66	10	44
ENSMUSG00000065865	89	34	12	17	55	17
ENSMUSG00000098815	13	50	48	76	71	35
ENSMUSG00000101573	99	74	22	31	14	60
ENSMUSG00000107979	37	72	78	55	100	41
ENSMUSG00000101373	65	49	18	98	39	51
ENSMUSG00000099615	63	3	26	24	6	22
ENSMUSG00000100265	27	35	43	0	70	95
ENSMUSG00000100527	58	91	84	60	50	73
ENSMUSG00000099571	70	14	64	74	74	95
ENSMUSG00000101303	93	6	51	86	89	13
ENSMUSG00000100305	20	74	32	89	61	23
ENSMUSG00000099534	100	100	97	16	22	92
ENSMUSG00000100886	3	46	80	43	52	96
ENSMUSG00000101415	51	94	91	98	46	4
ENSMUSG00000100617	0	19	20	24	55	80
ENSMUSG00000100703	19	53	43	27	15	48
ENSMUSG00000100177	15	40	9	49	79	6
ENSMUSG00000101363	89	82	75	5	73	44
ENSMUSG00000101590	78	19	87	92	51	95
ENSMUSG00000102030	15	26	86	67	95	90
ENSMUSG00000099870	88	6	94	78	71	82
ENSMUSG00000026374	77	65	9	84	97	80
ENSMUSG00000026377	30	93	38	93	85	23
ENSMUSG00000099936	23	52	32	98	43	62
ENSMUSG00000064302	57	16	21	58	54	88
ENSMUSG00000077257	30	14	83	68	42	44
ENSMUSG00000107722	65	100	63	28	15	51
ENSMUSG00000080542	98	25	30	85	0	28
ENSMUSG00000100770	14	53	61	62	8	60
ENSMUSG00000026380	39	88	44	28	10	72
ENSMUSG00000089601	96	43	77	59	82	79
ENSMUSG00000101624	91	97	61	50	94	76
ENSMUSG00000088363	12	26	76	84	14	16
ENSMUSG00000100040	2	97	56	83	40	12
ENSMUSG00000048402	16	47	56	77	30	57
ENSMUSG00000098273	34	72	89	7	81	23
ENSMUSG00000097408	91	5	13	15	59	56
ENSMUSG00000096939	7	49	48	89	76	60
ENSMUSG00000100767	91	38	70	38	53	71
ENSMUSG00000099860	47	31	0	10	27	6
ENSMUSG00000101179	62	94	64	24	36	14
ENSMUSG00000037035	27	79	65	85	49	82
ENSMUSG00000004451	57	95	57	54	53	82
ENSMUSG00000101437	79	12	83	43	92	59
ENSMUSG00000098447	84	64	54	17	87	48
ENSMUSG00000098923	3	51	61	26	40	53
ENSMUSG00000101731	66	62	82	46	72	63
ENSMUSG00000084505	87	77	48	29	91	74
ENSMUSG00000026383	86	29	56	4	37	35
ENSMUSG00000102687	93	95	14	71	29	10
ENSMUSG00000026384	75	75	90	46	68	32
ENSMUSG00000091876	20	38	50	45	87	51
ENSMUSG00000103146	93	66	2	25	70	75
ENSMUSG00000100436	35	11	46	27	39	69
ENSMUSG00000090277	12	50	20	92	16	78
ENSMUSG00000100042	62	37	63	9	0	10
ENSMUSG00000100636	19	60	94	75	41	65
ENSMUSG00000101224	3	83	90	77	57	52
ENSMUSG00000036975	56	20	41	73	0	98
ENSMUSG00000036962	14	1	64	45	97	75
ENSMUSG00000092245	53	84	37	5	45	82
ENSMUSG00000026387	15	12	66	51	57	21
ENSMUSG00000050777	73	23	16	53	59	100
ENSMUSG00000026385	70	93	61	36	53	92
ENSMUSG00000026388	5	17	10	30	19	19
ENSMUSG00000026389	32	14	54	55	39	92
ENSMUSG00000036907	35	21	31	57	72	16
ENSMUSG00000101275	16	47	76	11	30	19
ENSMUSG00000026390	78	51	28	38	64	53
ENSMUSG00000058665	8	87	31	90	92	8
ENSMUSG00000099957	39	85	71	27	50	13
ENSMUSG00000101386	30	34	89	34	25	20
ENSMUSG00000101922	91	9	93	40	40	13
ENSMUSG00000100761	8	6	90	18	1	91
ENSMUSG00000099336	80	71	91	53	13	65
ENSMUSG00000100979	59	37	7	19	75	84
ENSMUSG00000102360	9	78	37	94	0	6
ENSMUSG00000097881	94	75	31	60	82	54
ENSMUSG00000101700	65	64	90	50	36	42
ENSMUSG00000104332	4	60	70	17	2	31
ENSMUSG00000003721	72	91	0	39	41	45
ENSMUSG00000104253	97	6	31	58	95	34
ENSMUSG00000101791	39	96	51	32	42	92
ENSMUSG00000026339	17	10	42	47	80	58
ENSMUSG00000085857	7	35	30	48	41	53
ENSMUSG00000083582	91	58	56	12	15	84
ENSMUSG00000050534	29	28	29	98	56	53
ENSMUSG00000081130	40	58	75	30	83	5
ENSMUSG00000001674	72	98	94	100	7	64
ENSMUSG00000102006	82	100	81	26	75	3
ENSMUSG00000102488	63	85	34	24	48	59
ENSMUSG00000083584	7	32	2	39	25	1
ENSMUSG00000100913	61	9	45	41	66	23
ENSMUSG00000080410	57	53	32	97	61	41
ENSMUSG00000099960	62	62	77	89	80	71
ENSMUSG00000089274	71	64	94	42	20	20
ENSMUSG00000103263	4	80	46	11	60	53
ENSMUSG00000089190	34	36	24	14	32	56
ENSMUSG00000099451	4	44	86	25	40	14
ENSMUSG00000104180	95	83	99	94	36	97
ENSMUSG00000100762	79	96	78	62	50	52
ENSMUSG00000100405	72	12	81	68	83	47
ENSMUSG00000100525	86	90	65	30	69	78
ENSMUSG00000101495	39	95	100	30	83	99
ENSMUSG00000036815	96	31	36	62	27	87
ENSMUSG00000102801	66	80	33	76	49	7
ENSMUSG00000102681	83	47	68	33	23	29
ENSMUSG00000077472	44	53	46	10	76	76
ENSMUSG00000104410	9	41	54	13	31	56
ENSMUSG00000102521	3	100	66	97	33	64
ENSMUSG00000104205	62	44	61	26	14	82
ENSMUSG00000102902	19	90	63	79	64	48
ENSMUSG00000101985	52	89	87	82	28	40
ENSMUSG00000101994	11	91	76	39	93	62
ENSMUSG00000102940	52	22	64	48	83	84
ENSMUSG00000103914	24	91	14	72	95	75
ENSMUSG00000065340	10	33	16	64	32	0
ENSMUSG00000100851	58	30	54	63	11	42
ENSMUSG00000101006	54	40	76	54	18	21
ENSMUSG00000102240	63	28	36	48	40	15
ENSMUSG00000099574	7	12	56	38	76	62
ENSMUSG00000026341	69	13	95	40	68	90
ENSMUSG00000102063	66	54	51	12	15	20
ENSMUSG00000026342	83	0	68	84	48	44
ENSMUSG00000101015	26	87	43	12	20	28
ENSMUSG00000026343	99	98	86	24	2	96
ENSMUSG00000026344	38	35	95	1	93	97
ENSMUSG00000049690	99	3	98	0	23	0
ENSMUSG00000104519	3	3	92	35	42	87
ENSMUSG00000102723	11	10	77	48	96	54
ENSMUSG00000103824	52	51	41	40	60	42
ENSMUSG00000101600	69	27	1	12	37	50
ENSMUSG00000101385	26	21	100	73	61	77
ENSMUSG00000036155	23	15	77	37	28	65
ENSMUSG00000104039	34	56	87	42	81	35
ENSMUSG00000104378	30	35	76	90	56	10
ENSMUSG00000099471	23	45	44	47	52	30
ENSMUSG00000106307	10	6	41	92	21	89
ENSMUSG00000106489	97	28	90	83	72	72
ENSMUSG00000065687	67	88	74	6	43	28
ENSMUSG00000103390	21	92	90	51	90	80
ENSMUSG00000026347	70	21	83	91	91	9
ENSMUSG00000026348	58	7	92	6	59	35
ENSMUSG00000102014	98	54	64	93	22	62
ENSMUSG00000026349	56	43	96	58	97	79
ENSMUSG00000051590	32	10	35	44	23	50
ENSMUSG00000036104	56	84	1	86	24	77
ENSMUSG00000036086	33	61	56	5	73	99
ENSMUSG00000099760	92	95	28	85	95	96
ENSMUSG00000104164	24	3	55	8	78	71
ENSMUSG00000058603	29	34	11	10	33	60
ENSMUSG00000102782	97	52	31	47	100	17
ENSMUSG00000103999	44	32	9	52	36	74
ENSMUSG00000056211	65	15	51	26	94	32
ENSMUSG00000101535	78	25	84	95	43	14
ENSMUSG00000104239	0	73	39	92	74	42
ENSMUSG00000102179	68	37	78	44	16	97
ENSMUSG00000103497	19	0	18	14	40	68
ENSMUSG00000065520	29	15	9	18	85	52
ENSMUSG00000026353	28	89	95	29	87	90
ENSMUSG00000026354	94	32	40	99	84	2
ENSMUSG00000026355	22	66	40	48	12	43
ENSMUSG00000026356	24	37	24	57	2	20
ENSMUSG00000088196	0	15	0	12	41	21
ENSMUSG00000100152	43	66	56	22	97	78
ENSMUSG00000100941	4	42	90	9	4	99
ENSMUSG00000088432	23	4	35	9	68	71
ENSMUSG00000100078	62	12	61	91	68	10
ENSMUSG00000045382	70	17	45	5	80	30
ENSMUSG00000099403	47	25	20	81	100	21
ENSMUSG00000097283	51	60	37	48	57	88
ENSMUSG00000064737	29	2	64	92	19	37
ENSMUSG00000042581	52	37	55	12	27	99
ENSMUSG00000103742	24	45	29	23	91	88
ENSMUSG00000103637	32	66	22	71	95	46
ENSMUSG00000104130	23	59	36	4	9	22
ENSMUSG00000089648	11	39	55	87	49	84
ENSMUSG00000094122	99	100	52	68	95	85
ENSMUSG00000102800	91	60	14	24	88	50
ENSMUSG00000103803	72	60	31	47	90	62
ENSMUSG00000103281	16	29	70	44	51	82
ENSMUSG00000100623	87	59	26	96	38	76
ENSMUSG00000086633	34	58	61	30	91	90
ENSMUSG00000026401	68	18	8	70	92	69
ENSMUSG00000087691	8	99	49	35	2	18
ENSMUSG00000086825	74	87	32	9	48	93
ENSMUSG00000026399	19	87	28	81	99	81
ENSMUSG00000085526	85	83	42	80	2	34
ENSMUSG00000102139	36	28	86	98	100	17
ENSMUSG00000103751	97	93	48	44	87	43
ENSMUSG00000042554	82	89	71	11	3	55
ENSMUSG00000064395	58	94	88	21	38	17
ENSMUSG00000026405	37	30	89	67	30	54
ENSMUSG00000101904	2	28	14	33	92	62
ENSMUSG00000100257	0	43	1	95	29	92
ENSMUSG00000026409	8	49	65	53	82	11
ENSMUSG00000046404	58	50	35	17	40	6
ENSMUSG00000104515	58	91	80	24	68	19
ENSMUSG00000042510	7	13	89	65	8	95
ENSMUSG00000099556	32	80	85	81	90	87
ENSMUSG00000100106	19	77	67	47	27	34
ENSMUSG00000026415	9	74	25	65	6	22
ENSMUSG00000086706	11	23	86	66	90	31
ENSMUSG00000026417	63	79	97	16	74	61
ENSMUSG00000042474	77	91	40	66	79	21
ENSMUSG00000026420	31	1	82	24	3	45
ENSMUSG00000026416	65	15	21	22	57	91
ENSMUSG00000016524	44	13	96	93	24	1
ENSMUSG00000016529	82	55	39	92	33	96
ENSMUSG00000016528	72	64	11	73	15	94
ENSMUSG00000088705	30	14	93	74	29	10
ENSMUSG00000102856	76	27	50	85	93	34
ENSMUSG00000089256	90	8	8	17	15	1
ENSMUSG00000016526	29	40	91	45	39	18
ENSMUSG00000026427	64	52	19	99	89	78
ENSMUSG00000026430	6	40	100	100	33	76
ENSMUSG00000101729	39	65	88	52	9	76
ENSMUSG00000042349	58	16	95	52	35	81
ENSMUSG00000102027	37	89	22	56	86	55
ENSMUSG00000102055	54	28	12	41	0	61
ENSMUSG00000026425	48	69	5	26	51	17
ENSMUSG00000102733	15	79	57	60	12	37
ENSMUSG00000104060	99	59	95	87	83	69
ENSMUSG00000101778	51	4	79	99	0	23
ENSMUSG00000099959	28	17	2	65	49	45
ENSMUSG00000076287	76	74	13	37	43	16
ENSMUSG00000055184	47	48	81	85	48	43
ENSMUSG00000026432	85	29	45	89	21	8
ENSMUSG00000095841	87	8	25	54	87	76
ENSMUSG00000004552	99	44	23	33	62	11
ENSMUSG00000052688	98	12	38	58	18	91
ENSMUSG00000042268	46	94	97	18	23	84
ENSMUSG00000042251	56	62	61	19	33	96
ENSMUSG00000013275	34	23	5	38	44	21
ENSMUSG00000026433	72	57	97	69	79	60
ENSMUSG00000100026	50	76	27	19	9	71
ENSMUSG00000026434	83	27	42	18	28	29
ENSMUSG00000103569	87	4	71	48	82	41
ENSMUSG00000103975	66	1	90	19	72	62
ENSMUSG00000100037	70	50	66	70	1	71
ENSMUSG00000026435	44	81	1	72	3	10
ENSMUSG00000026436	96	92	93	61	56	100
ENSMUSG00000059149	64	3	73	5	56	62
ENSMUSG00000097454	53	84	76	69	65	26
ENSMUSG00000088779	15	43	70	0	98	42
ENSMUSG00000103966	8	45	82	21	33	46
ENSMUSG00000026437	60	73	37	26	22	91
ENSMUSG00000099874	49	52	17	83	13	66
ENSMUSG00000079330	81	67	30	100	67	9
