Ensemble Gene ID	H21	H22	H23	K23	K24	K25
ENSMUSG00000102855	3	99	66	61	18	79
ENSMUSG00000069083	86	70	23	51	99	49
ENSMUSG00000063887	23	87	60	45	37	65
ENSMUSG00000087945	42	43	67	51	28	28
ENSMUSG00000102397	44	61	58	76	47	46
ENSMUSG00000104295	66	10	72	95	4	23
ENSMUSG00000074664	40	98	95	38	29	68
ENSMUSG00000102274	21	25	35	60	30	82
ENSMUSG00000080368	65	74	27	50	70	58
ENSMUSG00000039335	28	21	49	88	6	83
ENSMUSG00000103712	0	76	87	79	69	21
ENSMUSG00000105670	22	50	58	82	68	71
ENSMUSG00000102908	56	58	17	27	90	73
ENSMUSG00000027699	19	9	38	66	31	19
ENSMUSG00000087742	11	82	88	17	19	33
ENSMUSG00000097584	62	51	75	32	84	34
ENSMUSG00000027698	58	22	39	14	64	38
ENSMUSG00000102186	28	54	68	51	8	8
ENSMUSG00000105806	75	26	41	48	69	69
ENSMUSG00000039304	65	92	50	23	73	53
ENSMUSG00000051136	75	34	85	30	54	98
ENSMUSG00000039286	41	57	27	70	78	21
ENSMUSG00000106625	81	46	97	82	38	93
ENSMUSG00000092695	67	36	3	42	37	86
ENSMUSG00000043164	35	63	74	59	75	79
ENSMUSG00000088772	33	94	90	81	72	52
ENSMUSG00000027695	42	92	80	16	26	24
ENSMUSG00000109716	80	52	59	62	33	53
ENSMUSG00000103729	28	58	59	28	14	48
ENSMUSG00000027692	57	1	60	8	75	83
ENSMUSG00000103420	56	30	18	20	55	92
ENSMUSG00000092990	36	65	47	93	49	61
ENSMUSG00000027690	72	11	37	34	14	47
ENSMUSG00000091329	69	40	44	10	62	48
ENSMUSG00000070522	51	38	86	82	97	27
ENSMUSG00000050192	89	2	31	46	61	58
ENSMUSG00000103827	76	67	37	23	87	42
ENSMUSG00000039221	27	17	97	98	45	25
ENSMUSG00000104444	6	8	65	58	17	6
ENSMUSG00000104275	65	77	19	4	25	96
ENSMUSG00000102482	23	30	27	63	19	16
ENSMUSG00000074655	80	55	100	36	96	96
ENSMUSG00000063600	15	79	1	26	100	83
ENSMUSG00000103992	88	70	86	63	26	80
ENSMUSG00000102579	98	70	65	98	18	51
ENSMUSG00000076120	75	100	4	51	53	98
ENSMUSG00000098315	45	99	100	94	100	50
ENSMUSG00000103095	99	94	26	7	71	9
ENSMUSG00000102574	25	59	21	100	75	25
ENSMUSG00000102590	7	73	33	46	65	88
ENSMUSG00000102884	81	12	87	30	74	44
ENSMUSG00000027684	45	26	74	38	80	34
ENSMUSG00000085702	46	60	10	66	41	32
ENSMUSG00000104486	53	89	75	37	97	60
ENSMUSG00000102460	52	29	34	30	69	93
ENSMUSG00000069074	24	13	45	95	41	52
ENSMUSG00000103870	90	46	86	27	46	86
ENSMUSG00000104079	20	91	71	18	99	52
ENSMUSG00000103738	98	59	4	86	39	86
ENSMUSG00000102256	27	89	74	68	1	24
ENSMUSG00000104243	37	88	22	91	74	22
ENSMUSG00000102505	50	85	95	9	1	59
ENSMUSG00000065361	97	68	92	38	49	52
ENSMUSG00000037737	62	24	18	28	25	70
ENSMUSG00000037730	97	38	63	99	0	41
ENSMUSG00000027702	81	7	0	9	56	34
ENSMUSG00000027703	82	94	22	94	86	82
ENSMUSG00000074653	29	43	52	39	57	48
ENSMUSG00000086189	67	26	68	1	33	38
ENSMUSG00000051860	87	99	97	55	95	41
ENSMUSG00000097786	82	6	96	10	91	20
ENSMUSG00000027706	42	65	56	60	47	80
ENSMUSG00000104361	33	53	91	33	47	100
ENSMUSG00000037661	8	94	25	47	65	5
ENSMUSG00000037652	40	55	66	91	39	92
ENSMUSG00000102369	5	98	52	20	10	5
ENSMUSG00000102741	38	77	81	51	6	92
ENSMUSG00000037643	38	53	62	20	55	39
ENSMUSG00000098890	0	77	69	72	36	12
ENSMUSG00000027660	53	34	16	94	23	55
ENSMUSG00000037625	74	77	51	66	31	34
ENSMUSG00000069072	58	46	60	54	28	18
ENSMUSG00000085953	51	13	53	13	93	23
ENSMUSG00000103998	5	16	100	8	10	94
ENSMUSG00000103499	80	72	38	91	98	33
ENSMUSG00000037610	4	8	39	10	48	8
ENSMUSG00000103539	95	2	8	16	48	84
ENSMUSG00000103643	56	29	27	25	30	54
ENSMUSG00000027663	36	0	39	95	56	90
ENSMUSG00000102825	34	38	89	93	32	30
ENSMUSG00000027665	80	59	72	94	50	22
ENSMUSG00000103039	78	53	97	57	29	73
ENSMUSG00000091091	63	12	45	26	62	34
ENSMUSG00000027667	3	65	55	8	28	41
ENSMUSG00000104231	0	72	29	88	62	57
ENSMUSG00000027668	4	77	66	63	0	22
ENSMUSG00000027669	67	54	5	61	98	71
ENSMUSG00000102862	80	64	54	32	4	0
ENSMUSG00000027671	88	65	94	100	33	36
ENSMUSG00000103590	20	88	21	10	8	57
ENSMUSG00000037531	74	49	98	93	42	74
ENSMUSG00000027673	61	70	18	70	67	74
ENSMUSG00000056900	78	56	92	77	64	41
ENSMUSG00000081883	22	91	79	93	99	40
ENSMUSG00000104283	41	14	85	51	16	63
ENSMUSG00000027674	90	66	28	92	21	46
ENSMUSG00000084665	37	15	2	23	50	2
ENSMUSG00000087625	76	58	28	82	40	97
ENSMUSG00000102581	62	13	31	78	57	70
ENSMUSG00000102498	86	7	35	85	97	55
ENSMUSG00000103896	48	5	79	38	47	26
ENSMUSG00000098622	84	29	78	48	76	72
ENSMUSG00000104384	45	71	42	72	98	70
ENSMUSG00000088260	75	68	17	32	86	88
ENSMUSG00000104203	96	45	8	51	40	75
ENSMUSG00000103423	38	39	90	45	62	70
ENSMUSG00000104954	80	80	14	66	82	88
ENSMUSG00000104588	98	38	27	61	70	22
ENSMUSG00000106231	57	17	74	81	1	33
ENSMUSG00000027677	85	7	29	26	48	78
ENSMUSG00000027676	75	83	6	77	65	2
ENSMUSG00000105286	94	99	60	31	35	91
ENSMUSG00000105475	94	89	31	83	100	72
ENSMUSG00000106584	52	39	10	86	50	32
ENSMUSG00000077559	77	12	55	30	46	17
ENSMUSG00000044434	85	73	1	63	83	77
ENSMUSG00000105535	73	92	67	62	18	89
ENSMUSG00000027680	24	69	53	94	0	28
ENSMUSG00000105135	40	32	75	11	66	87
ENSMUSG00000027679	28	49	7	61	59	50
ENSMUSG00000105176	47	85	65	35	46	90
ENSMUSG00000105265	80	26	94	62	59	50
ENSMUSG00000105739	7	31	65	79	61	13
ENSMUSG00000092196	44	13	13	85	17	11
ENSMUSG00000105577	53	47	11	92	88	72
ENSMUSG00000092242	70	17	97	91	36	78
ENSMUSG00000099437	52	5	99	87	22	72
ENSMUSG00000098795	27	43	76	29	67	63
ENSMUSG00000106525	99	69	75	84	91	55
ENSMUSG00000105222	100	50	12	3	68	55
ENSMUSG00000084530	30	20	6	88	97	93
ENSMUSG00000104797	35	9	65	26	36	89
ENSMUSG00000104901	91	0	40	78	79	52
ENSMUSG00000074637	32	18	49	67	29	63
ENSMUSG00000098254	75	5	41	97	70	91
ENSMUSG00000105284	70	8	0	72	44	31
ENSMUSG00000105101	69	49	23	52	57	29
ENSMUSG00000105153	75	87	48	37	33	93
ENSMUSG00000106519	58	81	11	26	65	39
ENSMUSG00000098862	17	62	34	61	27	24
ENSMUSG00000105651	35	72	12	79	98	98
ENSMUSG00000093499	73	48	90	94	93	88
ENSMUSG00000106512	20	3	2	12	73	65
ENSMUSG00000106496	88	48	40	45	27	36
ENSMUSG00000105040	72	16	34	14	95	5
ENSMUSG00000105662	35	28	94	93	27	33
ENSMUSG00000064834	49	78	16	47	27	50
ENSMUSG00000037400	2	76	86	57	22	53
ENSMUSG00000104897	0	96	9	95	27	55
ENSMUSG00000097713	28	88	31	50	4	24
ENSMUSG00000027708	55	81	0	42	27	11
ENSMUSG00000085655	53	72	97	0	63	34
ENSMUSG00000105095	11	9	70	54	30	17
ENSMUSG00000027709	15	51	63	21	15	99
ENSMUSG00000105556	88	95	51	92	69	33
ENSMUSG00000106096	98	83	81	14	20	31
ENSMUSG00000086392	35	32	90	95	16	86
ENSMUSG00000047696	32	73	34	29	38	39
ENSMUSG00000027710	74	14	10	13	100	13
ENSMUSG00000105055	22	92	85	33	56	61
ENSMUSG00000105419	79	32	16	16	81	41
ENSMUSG00000033883	27	25	59	97	60	54
ENSMUSG00000058400	78	84	26	17	79	32
ENSMUSG00000104568	23	9	49	70	90	52
ENSMUSG00000106180	17	49	68	47	91	28
ENSMUSG00000106140	62	85	92	32	74	40
ENSMUSG00000105281	73	8	76	99	11	40
ENSMUSG00000105792	33	82	57	85	83	70
ENSMUSG00000027712	42	31	62	2	69	24
ENSMUSG00000098808	4	50	23	64	57	56
ENSMUSG00000027713	46	71	62	14	4	62
ENSMUSG00000085320	94	53	53	89	94	28
ENSMUSG00000085007	47	43	79	1	80	84
ENSMUSG00000105022	19	43	84	69	87	92
ENSMUSG00000083388	61	56	18	31	53	74
ENSMUSG00000027714	54	83	70	71	88	88
ENSMUSG00000027715	61	30	0	3	59	75
ENSMUSG00000037325	86	13	4	6	46	40
ENSMUSG00000027716	97	18	60	78	5	82
ENSMUSG00000082548	92	77	50	72	95	39
ENSMUSG00000084027	38	50	2	94	68	59
ENSMUSG00000037270	25	5	93	46	6	21
ENSMUSG00000086090	52	27	15	6	20	35
ENSMUSG00000027719	37	84	35	18	52	68
ENSMUSG00000081705	21	86	36	25	2	83
ENSMUSG00000082878	76	39	34	60	25	8
ENSMUSG00000083857	83	40	79	42	100	15
ENSMUSG00000027720	54	78	100	85	40	51
ENSMUSG00000084754	69	53	59	59	28	76
ENSMUSG00000027718	40	47	36	55	58	96
ENSMUSG00000086517	53	47	45	66	0	99
ENSMUSG00000104998	94	3	87	68	94	75
ENSMUSG00000094007	60	25	0	70	19	0
ENSMUSG00000045031	4	73	16	1	42	25
ENSMUSG00000106407	55	68	38	84	73	59
ENSMUSG00000051444	77	57	0	35	81	96
ENSMUSG00000083353	83	92	64	40	78	100
ENSMUSG00000054779	41	7	69	51	57	61
ENSMUSG00000105063	71	89	29	65	36	23
ENSMUSG00000037225	10	35	27	30	17	23
ENSMUSG00000105134	5	25	24	2	23	12
ENSMUSG00000050174	6	35	52	85	53	52
ENSMUSG00000027722	97	37	94	59	30	19
ENSMUSG00000106166	56	72	81	10	80	30
ENSMUSG00000080723	6	59	76	15	62	72
ENSMUSG00000081093	39	72	29	28	88	40
ENSMUSG00000085677	46	22	64	2	63	93
ENSMUSG00000104605	3	18	64	94	80	17
ENSMUSG00000037211	20	92	81	9	56	85
ENSMUSG00000106062	33	46	4	68	5	26
ENSMUSG00000104935	86	99	75	37	73	7
ENSMUSG00000058174	49	93	31	23	73	67
ENSMUSG00000100755	67	44	78	87	36	18
ENSMUSG00000097304	50	97	59	17	58	14
ENSMUSG00000106441	0	50	6	47	26	81
ENSMUSG00000089123	44	76	94	56	34	36
ENSMUSG00000106621	38	13	27	61	7	15
ENSMUSG00000105252	97	4	51	77	52	4
ENSMUSG00000106461	4	60	41	64	47	18
ENSMUSG00000087457	72	44	51	23	6	94
ENSMUSG00000105099	95	44	39	92	15	53
ENSMUSG00000077728	44	43	39	57	97	40
ENSMUSG00000105219	77	27	90	59	80	13
ENSMUSG00000105359	88	6	4	90	99	71
ENSMUSG00000106002	83	11	23	63	100	53
ENSMUSG00000105943	6	54	54	51	60	86
ENSMUSG00000092986	90	32	79	68	5	7
ENSMUSG00000106008	5	2	86	63	69	2
ENSMUSG00000106485	9	54	59	15	31	56
ENSMUSG00000105516	12	99	47	89	26	14
ENSMUSG00000106201	6	54	40	58	99	35
ENSMUSG00000044864	36	76	89	76	78	26
ENSMUSG00000076385	100	23	5	3	79	37
ENSMUSG00000105360	10	75	91	22	3	98
ENSMUSG00000106168	70	69	89	38	40	2
ENSMUSG00000086181	74	47	80	41	63	7
ENSMUSG00000046743	54	35	90	22	82	93
ENSMUSG00000105910	98	35	15	68	41	79
ENSMUSG00000104792	19	90	87	90	35	51
ENSMUSG00000107333	43	62	71	86	90	83
ENSMUSG00000050533	96	21	26	1	29	61
ENSMUSG00000093952	28	59	66	4	80	89
ENSMUSG00000106786	69	46	94	73	52	69
ENSMUSG00000065945	35	100	92	38	70	37
ENSMUSG00000089520	17	34	0	57	8	10
ENSMUSG00000106846	6	3	99	77	0	24
ENSMUSG00000106948	34	66	28	11	26	72
ENSMUSG00000037884	78	44	44	89	20	60
ENSMUSG00000092891	45	100	50	2	63	27
ENSMUSG00000060798	69	24	62	35	54	27
ENSMUSG00000089932	60	92	59	26	29	28
ENSMUSG00000069041	21	7	29	18	94	55
ENSMUSG00000025757	98	29	19	85	59	76
ENSMUSG00000025758	40	91	10	50	57	73
ENSMUSG00000025759	9	75	2	89	94	100
ENSMUSG00000107741	16	50	93	98	62	2
ENSMUSG00000037818	31	81	100	20	13	77
ENSMUSG00000074620	47	89	81	91	78	82
ENSMUSG00000107524	93	45	97	53	56	91
ENSMUSG00000107892	95	8	61	23	35	69
ENSMUSG00000097583	90	38	19	13	40	11
ENSMUSG00000074619	69	92	64	89	23	69
ENSMUSG00000025762	51	7	16	93	7	39
ENSMUSG00000064927	30	26	80	25	52	23
ENSMUSG00000105517	41	37	98	6	95	56
ENSMUSG00000105674	35	91	75	72	13	83
ENSMUSG00000049940	48	100	69	26	36	0
ENSMUSG00000105258	63	10	4	34	54	78
ENSMUSG00000106000	47	51	100	44	11	89
ENSMUSG00000105297	67	16	35	56	34	51
ENSMUSG00000089350	31	22	35	78	57	81
ENSMUSG00000105260	34	47	77	55	48	41
ENSMUSG00000097639	61	26	83	25	56	55
ENSMUSG00000104616	76	46	18	91	32	23
ENSMUSG00000106223	21	86	96	42	87	43
ENSMUSG00000025764	41	18	49	71	42	58
ENSMUSG00000103843	95	77	92	17	62	73
ENSMUSG00000059834	6	82	77	16	51	15
ENSMUSG00000102436	27	69	81	83	64	11
ENSMUSG00000025766	49	25	80	70	99	3
ENSMUSG00000103952	50	21	8	98	45	20
ENSMUSG00000103823	14	18	45	26	56	66
ENSMUSG00000102972	17	76	47	51	19	81
ENSMUSG00000102610	76	28	68	78	69	47
ENSMUSG00000104089	67	91	35	91	85	58
ENSMUSG00000103426	96	72	62	90	14	42
ENSMUSG00000104294	100	64	69	76	94	7
ENSMUSG00000102149	43	66	77	4	20	7
ENSMUSG00000102334	92	48	44	46	24	26
ENSMUSG00000104303	77	13	30	56	49	13
ENSMUSG00000104083	80	31	27	16	46	54
ENSMUSG00000089251	77	0	99	69	12	66
ENSMUSG00000102792	85	64	84	78	71	52
ENSMUSG00000103148	50	76	49	24	85	38
ENSMUSG00000104013	11	34	81	15	64	35
ENSMUSG00000104051	49	59	56	66	96	12
ENSMUSG00000103353	92	29	56	2	77	33
ENSMUSG00000088535	83	83	24	9	32	36
ENSMUSG00000099285	86	89	80	30	41	65
ENSMUSG00000103082	88	47	19	52	47	87
ENSMUSG00000103477	93	6	3	95	84	40
ENSMUSG00000097040	29	33	56	42	6	45
ENSMUSG00000103430	78	0	47	9	18	65
ENSMUSG00000049100	12	9	5	77	84	98
ENSMUSG00000100799	21	100	27	55	27	68
ENSMUSG00000103713	39	49	97	55	74	73
ENSMUSG00000103947	49	69	45	65	64	54
ENSMUSG00000103534	77	14	25	71	39	45
ENSMUSG00000102190	26	58	49	5	1	90
ENSMUSG00000104491	32	4	82	35	50	50
ENSMUSG00000064579	31	25	30	56	51	48
ENSMUSG00000089584	95	0	16	41	16	82
ENSMUSG00000077256	64	56	20	21	94	61
ENSMUSG00000104511	1	3	80	41	36	98
ENSMUSG00000090919	15	9	34	34	25	0
ENSMUSG00000102589	88	12	17	100	88	78
ENSMUSG00000098417	76	47	35	75	38	5
ENSMUSG00000072387	75	68	15	41	0	1
ENSMUSG00000097985	63	8	28	46	83	52
ENSMUSG00000088739	79	12	21	24	60	98
ENSMUSG00000102220	74	79	29	32	23	0
ENSMUSG00000103491	84	19	65	68	28	60
ENSMUSG00000103798	92	98	57	46	63	96
ENSMUSG00000103257	51	53	41	12	4	68
ENSMUSG00000104110	95	73	22	32	55	88
ENSMUSG00000037910	36	72	90	98	57	65
ENSMUSG00000102181	75	34	43	38	33	75
ENSMUSG00000065018	18	85	41	26	86	55
ENSMUSG00000102263	8	75	26	76	71	50
ENSMUSG00000104186	53	62	73	43	8	44
ENSMUSG00000103027	52	20	82	74	21	18
ENSMUSG00000102679	75	29	83	14	7	75
ENSMUSG00000104309	67	68	26	70	59	96
ENSMUSG00000084517	48	28	29	59	43	0
ENSMUSG00000104437	27	63	34	20	64	90
ENSMUSG00000102731	99	100	75	46	14	70
ENSMUSG00000103249	68	40	45	47	14	55
ENSMUSG00000104134	95	87	77	29	99	13
ENSMUSG00000103568	74	98	63	47	83	73
ENSMUSG00000065381	67	99	38	38	22	78
ENSMUSG00000037892	45	31	47	20	43	12
ENSMUSG00000102943	58	5	60	96	72	96
ENSMUSG00000027737	81	14	75	35	84	70
ENSMUSG00000102892	44	31	80	96	3	79
ENSMUSG00000104457	66	54	36	81	33	44
ENSMUSG00000104349	51	86	60	2	85	14
ENSMUSG00000102167	82	92	80	91	98	16
ENSMUSG00000103907	43	80	18	9	1	63
ENSMUSG00000102715	31	25	13	64	54	74
ENSMUSG00000102895	32	47	56	61	54	94
ENSMUSG00000103745	33	100	96	72	47	23
ENSMUSG00000104068	60	95	63	68	79	81
ENSMUSG00000104281	66	33	40	31	62	2
ENSMUSG00000089079	72	20	92	64	12	47
ENSMUSG00000103012	90	50	48	80	40	50
ENSMUSG00000102614	46	88	9	20	75	13
ENSMUSG00000103652	88	20	99	49	36	33
ENSMUSG00000102067	41	97	18	74	25	75
ENSMUSG00000103464	24	97	15	67	30	75
ENSMUSG00000023087	88	31	89	73	32	12
ENSMUSG00000103313	48	29	12	5	79	95
ENSMUSG00000037174	77	17	46	54	49	24
ENSMUSG00000087440	78	18	64	44	66	29
ENSMUSG00000077420	35	44	52	15	45	26
ENSMUSG00000104200	20	0	6	11	67	77
ENSMUSG00000103654	11	91	75	55	43	72
ENSMUSG00000102544	68	3	50	15	35	51
ENSMUSG00000037161	82	82	64	32	78	7
ENSMUSG00000104241	19	63	95	70	47	26
ENSMUSG00000037152	10	0	29	97	21	14
ENSMUSG00000063273	79	41	80	29	82	46
ENSMUSG00000103191	66	14	55	93	83	92
ENSMUSG00000102775	93	97	66	76	70	8
ENSMUSG00000027739	41	55	54	7	17	26
ENSMUSG00000102570	36	97	20	25	100	10
ENSMUSG00000037111	83	41	75	76	92	74
ENSMUSG00000102466	39	14	95	78	9	90
ENSMUSG00000097885	78	3	83	69	84	84
ENSMUSG00000104001	87	20	61	57	1	10
ENSMUSG00000104075	53	78	29	66	12	48
ENSMUSG00000104166	19	68	8	19	24	68
ENSMUSG00000074604	31	73	28	91	40	42
ENSMUSG00000103527	9	79	89	87	56	91
ENSMUSG00000061143	73	76	76	41	95	62
ENSMUSG00000074603	91	3	96	70	34	18
ENSMUSG00000102732	41	34	99	0	4	33
ENSMUSG00000102539	40	36	48	19	43	68
ENSMUSG00000065070	5	82	33	74	10	60
ENSMUSG00000103284	26	93	95	29	28	21
ENSMUSG00000103484	92	56	96	52	54	84
ENSMUSG00000102620	95	41	19	86	20	7
ENSMUSG00000102786	39	8	5	57	61	35
ENSMUSG00000103701	96	61	69	51	60	97
ENSMUSG00000104161	45	63	96	61	15	19
ENSMUSG00000102147	85	48	9	71	26	91
ENSMUSG00000103784	31	14	80	72	65	94
ENSMUSG00000102423	35	61	48	91	0	93
ENSMUSG00000104339	97	23	89	73	27	60
ENSMUSG00000102808	25	82	99	83	56	93
ENSMUSG00000103655	58	78	25	2	33	16
ENSMUSG00000103726	77	14	56	28	19	34
ENSMUSG00000104055	50	100	78	36	71	16
ENSMUSG00000103170	48	89	97	2	6	52
ENSMUSG00000102510	1	5	89	100	97	86
ENSMUSG00000044167	58	64	19	11	100	79
ENSMUSG00000092405	87	38	80	88	69	40
ENSMUSG00000102844	12	58	3	82	65	9
ENSMUSG00000103454	28	29	12	37	19	59
ENSMUSG00000103965	5	75	23	67	67	44
ENSMUSG00000070490	28	74	76	68	20	85
ENSMUSG00000065926	54	90	23	100	58	97
ENSMUSG00000102785	27	56	32	47	30	33
ENSMUSG00000104109	90	99	4	46	54	63
ENSMUSG00000104401	65	3	72	29	30	17
ENSMUSG00000103886	78	85	97	80	13	58
ENSMUSG00000027742	43	26	83	57	65	69
ENSMUSG00000104850	18	63	88	49	12	22
ENSMUSG00000048332	1	41	21	91	56	99
ENSMUSG00000104828	81	9	64	12	67	18
ENSMUSG00000104687	88	81	45	89	96	53
ENSMUSG00000104735	45	9	52	83	55	6
ENSMUSG00000104615	93	96	13	97	43	18
ENSMUSG00000104968	36	72	82	81	17	46
ENSMUSG00000105971	8	19	89	84	43	34
ENSMUSG00000106660	38	100	43	16	46	83
ENSMUSG00000105397	40	91	94	5	10	98
ENSMUSG00000042997	49	25	26	4	7	75
ENSMUSG00000085174	6	71	23	74	26	91
ENSMUSG00000049504	8	7	32	39	74	95
ENSMUSG00000027744	23	26	54	6	46	20
ENSMUSG00000105481	59	9	25	82	5	73
ENSMUSG00000087936	90	31	10	44	16	65
ENSMUSG00000037016	2	74	43	4	59	21
ENSMUSG00000105840	5	18	96	88	55	17
ENSMUSG00000105879	52	48	0	66	30	22
ENSMUSG00000105168	29	52	10	90	21	74
ENSMUSG00000105444	65	77	34	0	7	73
ENSMUSG00000106270	35	14	16	10	32	28
ENSMUSG00000088653	7	0	69	44	41	25
ENSMUSG00000078742	47	44	58	78	45	13
ENSMUSG00000027746	31	66	94	89	68	5
ENSMUSG00000106577	51	48	14	28	66	90
ENSMUSG00000103155	43	73	69	5	28	39
ENSMUSG00000105067	51	34	8	18	44	97
ENSMUSG00000027748	75	53	30	7	34	99
ENSMUSG00000027750	19	13	49	79	31	12
ENSMUSG00000069014	95	52	58	32	33	45
ENSMUSG00000097599	43	54	17	61	76	55
ENSMUSG00000104831	2	100	46	11	76	27
ENSMUSG00000027751	64	19	100	43	27	10
ENSMUSG00000094487	52	74	95	86	0	87
ENSMUSG00000027752	78	43	66	22	46	93
ENSMUSG00000036632	59	67	29	22	28	36
ENSMUSG00000027796	5	9	31	12	79	39
ENSMUSG00000036615	1	53	62	66	80	1
ENSMUSG00000069011	77	14	48	20	88	66
ENSMUSG00000056306	56	8	58	24	20	83
ENSMUSG00000027793	94	75	10	3	56	43
ENSMUSG00000106589	2	60	81	15	49	70
ENSMUSG00000105977	92	44	85	28	79	68
ENSMUSG00000036580	97	26	15	66	98	90
ENSMUSG00000048655	53	76	92	54	95	44
ENSMUSG00000080590	90	91	77	98	69	62
ENSMUSG00000027794	48	12	19	18	23	25
ENSMUSG00000027797	35	57	26	2	67	82
ENSMUSG00000064586	87	29	16	8	43	11
ENSMUSG00000105302	8	84	28	88	84	48
ENSMUSG00000105975	18	39	1	37	7	41
ENSMUSG00000094962	24	65	17	69	71	97
ENSMUSG00000106354	4	70	3	30	14	1
ENSMUSG00000106651	92	31	22	73	60	37
ENSMUSG00000064904	59	44	34	65	44	28
ENSMUSG00000105627	95	85	16	86	100	54
ENSMUSG00000106334	24	85	84	100	70	69
ENSMUSG00000027799	82	5	94	89	57	37
ENSMUSG00000056947	70	47	79	60	62	37
ENSMUSG00000106572	42	1	86	31	22	68
ENSMUSG00000104677	77	47	64	95	1	81
ENSMUSG00000077276	93	16	0	57	31	92
ENSMUSG00000104938	26	65	32	31	17	13
ENSMUSG00000106211	64	43	9	94	14	86
ENSMUSG00000106528	31	66	82	87	15	9
ENSMUSG00000105293	54	73	13	29	36	57
ENSMUSG00000077710	19	75	42	41	67	10
ENSMUSG00000105113	64	83	39	44	49	75
ENSMUSG00000077190	89	62	68	70	55	85
ENSMUSG00000097366	35	60	96	86	45	40
ENSMUSG00000106286	25	55	49	63	79	11
ENSMUSG00000104534	30	34	8	41	48	58
ENSMUSG00000027800	50	20	21	26	17	95
ENSMUSG00000105452	6	16	59	18	33	58
ENSMUSG00000027801	93	9	41	57	42	77
ENSMUSG00000027803	56	46	87	77	70	39
ENSMUSG00000083538	38	73	32	61	70	38
ENSMUSG00000097339	90	33	76	58	6	54
ENSMUSG00000098401	6	50	5	44	34	54
ENSMUSG00000104965	37	57	59	95	5	16
ENSMUSG00000036513	72	53	93	44	19	90
ENSMUSG00000105389	59	30	5	6	58	16
ENSMUSG00000074591	35	34	60	52	46	87
ENSMUSG00000106635	61	99	59	87	10	60
ENSMUSG00000104623	54	2	78	93	77	76
ENSMUSG00000036503	20	64	62	39	49	63
ENSMUSG00000106421	78	40	97	79	45	61
ENSMUSG00000106006	23	76	22	44	29	88
ENSMUSG00000027805	15	65	69	61	47	47
ENSMUSG00000088570	40	19	27	43	76	100
ENSMUSG00000104730	12	40	82	28	50	83
ENSMUSG00000105003	39	7	30	26	61	63
ENSMUSG00000106246	94	17	45	45	70	59
ENSMUSG00000105065	40	30	94	38	51	5
ENSMUSG00000069008	48	33	55	50	47	24
ENSMUSG00000104586	39	55	35	76	16	87
ENSMUSG00000100666	49	71	34	94	22	6
ENSMUSG00000065722	54	99	55	13	46	89
ENSMUSG00000106176	91	62	6	61	65	90
ENSMUSG00000105154	33	78	84	41	0	93
ENSMUSG00000027806	7	72	78	20	21	55
ENSMUSG00000027808	93	63	27	28	18	18
ENSMUSG00000027810	80	75	79	20	34	31
ENSMUSG00000106553	68	90	21	48	97	73
ENSMUSG00000075700	48	16	65	98	99	0
ENSMUSG00000070471	49	30	89	73	35	98
ENSMUSG00000105021	88	26	79	21	40	0
ENSMUSG00000105336	18	19	18	44	68	91
ENSMUSG00000036432	66	69	28	58	50	79
ENSMUSG00000097725	59	60	31	28	47	100
ENSMUSG00000105226	36	66	77	33	93	76
ENSMUSG00000101860	22	71	63	56	18	41
ENSMUSG00000043850	69	19	20	5	34	66
ENSMUSG00000087815	34	77	73	20	30	97
ENSMUSG00000088152	26	74	92	81	89	58
ENSMUSG00000059776	63	74	22	97	58	10
ENSMUSG00000099052	25	14	95	15	4	43
ENSMUSG00000105945	69	1	35	42	13	96
ENSMUSG00000056476	62	89	44	27	34	45
ENSMUSG00000050075	31	10	78	81	89	34
ENSMUSG00000036381	61	48	68	10	28	42
ENSMUSG00000051431	69	79	65	15	93	85
ENSMUSG00000036362	43	71	34	4	49	69
ENSMUSG00000036353	96	69	73	9	40	54
ENSMUSG00000104550	46	76	18	58	91	3
ENSMUSG00000036334	49	56	16	63	46	8
ENSMUSG00000103668	66	56	32	87	29	33
ENSMUSG00000102247	64	52	8	29	73	28
ENSMUSG00000102550	74	14	81	89	14	25
ENSMUSG00000103211	75	62	10	17	37	47
ENSMUSG00000104038	11	90	82	63	72	38
ENSMUSG00000103598	70	66	18	24	96	76
ENSMUSG00000095128	78	79	45	18	26	86
ENSMUSG00000102480	33	22	58	3	20	29
ENSMUSG00000090527	45	11	64	82	41	72
ENSMUSG00000104471	29	8	54	9	32	48
ENSMUSG00000102390	27	63	13	45	44	24
ENSMUSG00000103986	32	97	32	75	57	61
ENSMUSG00000074589	81	96	81	40	88	75
ENSMUSG00000102757	99	32	17	32	97	20
ENSMUSG00000095522	61	15	16	34	12	50
ENSMUSG00000036951	13	77	49	32	39	81
ENSMUSG00000070465	52	73	26	0	77	58
ENSMUSG00000091376	30	0	14	61	67	28
ENSMUSG00000103177	39	32	14	88	70	19
ENSMUSG00000027761	84	2	74	56	43	65
ENSMUSG00000027762	40	88	94	6	21	77
ENSMUSG00000084647	70	50	33	15	55	67
ENSMUSG00000107270	10	64	16	54	47	19
ENSMUSG00000027763	74	72	64	20	68	38
ENSMUSG00000104235	69	49	27	81	19	72
ENSMUSG00000104125	35	35	95	67	55	15
ENSMUSG00000104337	66	51	72	9	92	98
ENSMUSG00000102298	26	6	18	20	36	97
ENSMUSG00000103587	12	35	3	86	56	1
