Ensemble Gene ID	H11	H12	H13	K12	K13	K14
ENSMUSG00000086606	53	83	72	31	42	25
ENSMUSG00000086740	43	57	81	81	40	43
ENSMUSG00000028975	90	15	35	61	23	67
ENSMUSG00000081086	100	45	36	98	10	76
ENSMUSG00000028974	68	9	58	87	7	81
ENSMUSG00000028971	24	85	89	22	9	6
ENSMUSG00000073705	61	56	30	2	6	29
ENSMUSG00000080746	75	60	59	35	86	98
ENSMUSG00000028961	53	36	76	32	29	2
ENSMUSG00000063077	10	89	21	70	39	1
ENSMUSG00000028960	17	25	69	100	81	61
ENSMUSG00000085286	75	32	20	44	85	75
ENSMUSG00000085807	49	27	28	85	77	25
ENSMUSG00000085819	6	89	64	24	25	3
ENSMUSG00000028996	96	65	44	21	65	1
ENSMUSG00000070572	74	87	93	33	95	43
ENSMUSG00000028992	54	56	26	45	38	68
ENSMUSG00000087198	21	20	8	32	36	95
ENSMUSG00000028990	10	4	55	81	12	67
ENSMUSG00000083811	74	77	91	25	37	54
ENSMUSG00000084646	38	42	53	86	71	18
ENSMUSG00000028988	78	95	65	57	34	66
ENSMUSG00000093403	47	13	15	93	41	0
ENSMUSG00000086949	72	28	95	8	79	22
ENSMUSG00000039953	47	99	73	3	59	43
ENSMUSG00000039936	45	64	78	28	72	18
ENSMUSG00000098580	79	26	39	60	43	3
ENSMUSG00000044700	7	63	45	19	75	23
ENSMUSG00000028982	74	86	25	40	77	16
ENSMUSG00000085403	35	81	1	33	68	26
ENSMUSG00000085368	100	57	0	1	60	3
ENSMUSG00000084807	23	40	80	65	61	19
ENSMUSG00000081601	78	80	82	68	77	12
ENSMUSG00000083173	46	82	61	95	12	75
ENSMUSG00000064798	23	28	33	30	88	45
ENSMUSG00000106221	97	26	54	3	78	1
ENSMUSG00000039911	95	62	95	20	49	53
ENSMUSG00000086767	90	25	79	3	11	45
ENSMUSG00000028980	82	25	66	84	45	70
ENSMUSG00000086665	47	57	64	66	100	61
ENSMUSG00000065493	65	76	62	82	15	77
ENSMUSG00000102813	79	31	75	39	41	33
ENSMUSG00000047875	23	50	17	97	15	39
ENSMUSG00000087094	62	65	40	67	93	27
ENSMUSG00000028976	12	1	32	60	37	60
ENSMUSG00000062064	62	62	16	86	87	87
ENSMUSG00000028972	58	8	2	44	79	99
ENSMUSG00000082140	91	33	100	58	16	19
ENSMUSG00000063524	59	94	78	23	23	55
ENSMUSG00000039852	10	52	95	79	89	5
ENSMUSG00000085787	50	41	3	4	0	72
ENSMUSG00000089292	40	46	43	15	35	19
ENSMUSG00000085213	3	6	24	15	37	36
ENSMUSG00000039838	19	12	0	56	5	25
ENSMUSG00000085869	26	79	87	23	21	48
ENSMUSG00000085097	67	56	77	16	13	88
ENSMUSG00000078492	47	36	29	46	55	83
ENSMUSG00000084314	45	69	10	25	62	60
ENSMUSG00000028967	88	11	73	31	58	36
ENSMUSG00000028964	30	64	3	25	53	94
ENSMUSG00000028965	50	7	54	91	53	23
ENSMUSG00000014592	89	3	28	49	54	84
ENSMUSG00000064476	58	84	80	66	31	81
ENSMUSG00000028963	18	23	30	43	84	41
ENSMUSG00000028957	20	41	27	60	45	27
ENSMUSG00000028955	64	80	96	54	100	75
ENSMUSG00000078491	48	43	39	34	1	31
ENSMUSG00000085593	52	4	72	52	5	17
ENSMUSG00000104142	51	77	17	70	32	1
ENSMUSG00000039768	38	10	62	35	25	58
ENSMUSG00000039759	48	33	2	97	71	24
ENSMUSG00000047777	84	61	67	33	64	18
ENSMUSG00000108391	30	52	51	87	96	57
ENSMUSG00000073700	20	24	6	32	40	35
ENSMUSG00000028952	75	34	17	88	43	64
ENSMUSG00000028950	52	3	58	22	11	96
ENSMUSG00000028948	9	100	46	50	48	64
ENSMUSG00000039713	34	33	51	6	81	9
ENSMUSG00000024793	24	6	73	9	72	30
ENSMUSG00000028943	8	77	90	5	77	9
ENSMUSG00000081544	71	73	48	11	90	11
ENSMUSG00000028940	31	18	5	8	90	95
ENSMUSG00000028937	35	70	15	78	12	56
ENSMUSG00000098385	89	81	57	33	89	16
ENSMUSG00000085724	24	44	9	43	92	66
ENSMUSG00000042804	76	78	41	84	79	99
ENSMUSG00000028946	14	7	68	93	55	100
ENSMUSG00000039662	59	55	95	37	64	62
ENSMUSG00000058498	6	60	36	68	75	26
ENSMUSG00000028936	49	12	26	43	33	41
ENSMUSG00000005045	76	65	98	7	13	74
ENSMUSG00000085179	16	39	74	40	86	78
ENSMUSG00000028931	0	53	34	54	72	41
ENSMUSG00000090057	4	73	42	69	14	6
ENSMUSG00000089757	57	27	15	53	18	7
ENSMUSG00000039577	42	84	89	65	50	93
ENSMUSG00000083078	51	7	17	51	84	30
ENSMUSG00000073699	50	63	71	38	72	17
ENSMUSG00000080360	52	66	42	91	32	74
ENSMUSG00000085648	57	24	28	80	76	27
ENSMUSG00000087454	74	4	73	68	59	39
ENSMUSG00000039546	7	74	33	48	56	85
ENSMUSG00000077519	67	14	29	98	67	27
ENSMUSG00000085390	61	26	80	89	18	36
ENSMUSG00000086272	1	31	70	96	93	99
ENSMUSG00000047613	73	47	81	76	61	17
ENSMUSG00000029027	12	67	80	98	63	33
ENSMUSG00000039523	82	84	61	68	25	83
ENSMUSG00000029028	78	48	94	69	45	38
ENSMUSG00000078350	32	44	6	51	75	21
ENSMUSG00000039492	10	39	58	45	36	57
ENSMUSG00000080807	4	86	3	32	82	10
ENSMUSG00000082073	26	91	81	76	86	30
ENSMUSG00000029026	51	23	64	22	50	27
ENSMUSG00000087071	82	71	62	3	2	1
ENSMUSG00000088774	33	86	88	65	49	34
ENSMUSG00000029029	39	82	94	82	88	45
ENSMUSG00000029030	72	22	90	63	59	76
ENSMUSG00000057751	52	95	21	9	47	46
ENSMUSG00000081276	81	4	11	22	50	43
ENSMUSG00000029032	58	43	25	12	55	67
ENSMUSG00000039410	22	40	35	91	59	75
ENSMUSG00000097871	72	87	55	81	2	64
ENSMUSG00000086565	95	84	64	50	85	60
ENSMUSG00000084987	63	25	20	4	65	98
ENSMUSG00000085069	34	21	61	19	8	14
ENSMUSG00000098424	20	51	15	26	4	34
ENSMUSG00000086810	5	48	83	46	49	48
ENSMUSG00000051276	40	2	98	64	59	40
ENSMUSG00000046637	98	62	40	10	63	50
ENSMUSG00000087437	97	30	62	54	30	48
ENSMUSG00000058183	47	43	32	19	23	53
ENSMUSG00000029059	47	3	87	11	18	7
ENSMUSG00000042333	43	34	50	28	46	33
ENSMUSG00000092483	61	83	65	48	52	86
ENSMUSG00000048001	6	76	100	84	47	15
ENSMUSG00000029056	47	92	86	40	85	31
ENSMUSG00000029055	2	93	8	51	19	73
ENSMUSG00000073686	84	40	56	19	33	66
ENSMUSG00000029047	28	48	89	7	73	45
ENSMUSG00000029048	60	79	72	33	59	48
ENSMUSG00000029049	63	88	56	58	36	8
ENSMUSG00000029050	8	52	13	93	83	59
ENSMUSG00000073684	77	15	76	44	5	29
ENSMUSG00000029053	0	33	87	81	23	1
ENSMUSG00000098729	3	38	57	41	95	73
ENSMUSG00000029054	96	4	2	80	89	55
ENSMUSG00000084803	4	51	91	77	51	68
ENSMUSG00000078490	34	96	70	20	57	2
ENSMUSG00000023153	8	98	62	85	47	91
ENSMUSG00000029064	95	73	78	59	89	74
ENSMUSG00000082429	70	40	98	28	49	9
ENSMUSG00000029063	76	58	71	85	74	54
ENSMUSG00000042202	45	14	59	77	49	93
ENSMUSG00000086682	33	13	90	1	53	45
ENSMUSG00000073682	83	48	7	1	84	10
ENSMUSG00000085063	3	84	67	34	8	80
ENSMUSG00000029062	98	37	10	58	45	69
ENSMUSG00000029061	80	68	3	16	84	41
ENSMUSG00000029060	53	75	68	25	76	53
ENSMUSG00000074738	24	18	72	65	23	39
ENSMUSG00000029038	69	38	78	88	51	26
ENSMUSG00000064916	26	24	58	63	87	47
ENSMUSG00000096221	84	82	20	70	50	91
ENSMUSG00000084845	44	29	11	54	22	16
ENSMUSG00000029036	57	42	1	88	28	59
ENSMUSG00000054514	74	95	13	0	82	5
ENSMUSG00000042116	97	37	100	46	8	80
ENSMUSG00000097728	1	64	37	54	21	39
ENSMUSG00000073680	50	32	57	74	85	31
ENSMUSG00000098638	3	97	64	6	44	42
ENSMUSG00000078487	99	30	98	24	84	16
ENSMUSG00000029066	94	53	13	42	47	25
ENSMUSG00000029068	65	48	41	4	69	84
ENSMUSG00000065990	79	29	52	30	64	38
ENSMUSG00000073679	11	93	88	3	69	98
ENSMUSG00000029070	61	42	36	64	75	74
ENSMUSG00000029071	93	41	48	48	22	55
ENSMUSG00000029072	74	74	56	3	41	44
ENSMUSG00000029073	65	96	50	34	44	70
ENSMUSG00000029034	70	2	27	13	99	62
ENSMUSG00000051557	55	19	27	27	38	10
ENSMUSG00000029033	42	99	83	4	40	48
ENSMUSG00000096174	63	72	47	7	31	54
ENSMUSG00000023286	47	48	81	53	97	1
ENSMUSG00000023571	0	53	45	91	63	90
ENSMUSG00000050796	14	11	49	30	99	84
ENSMUSG00000029076	45	53	97	35	50	43
ENSMUSG00000029075	32	81	8	52	54	84
ENSMUSG00000103183	71	65	84	30	56	62
ENSMUSG00000087381	31	17	87	90	23	40
ENSMUSG00000088545	20	72	33	86	81	82
ENSMUSG00000041954	81	91	17	2	79	34
ENSMUSG00000029074	42	48	57	6	84	33
ENSMUSG00000086549	66	97	29	69	44	98
ENSMUSG00000065427	67	0	89	71	9	80
ENSMUSG00000065400	43	59	8	17	9	72
ENSMUSG00000065549	38	86	41	14	47	57
ENSMUSG00000059939	25	71	23	32	24	59
ENSMUSG00000110404	94	94	35	26	6	65
ENSMUSG00000041936	37	1	19	4	99	51
ENSMUSG00000035692	5	47	91	51	87	73
ENSMUSG00000078349	37	28	51	56	95	11
ENSMUSG00000078486	61	78	45	55	61	33
ENSMUSG00000078485	92	83	87	45	72	27
ENSMUSG00000098954	74	89	73	100	65	64
ENSMUSG00000095567	31	72	42	28	37	96
ENSMUSG00000096351	79	86	81	11	47	15
ENSMUSG00000111895	80	8	84	32	90	94
ENSMUSG00000057021	0	4	50	7	24	95
ENSMUSG00000096042	8	89	62	6	61	17
ENSMUSG00000098947	66	47	27	98	89	98
ENSMUSG00000090577	8	2	1	54	99	57
ENSMUSG00000105722	84	70	24	97	65	35
ENSMUSG00000106520	46	68	71	73	16	79
ENSMUSG00000106504	82	10	28	50	36	90
ENSMUSG00000090701	50	16	65	93	20	35
ENSMUSG00000091936	24	56	66	73	46	46
ENSMUSG00000106399	88	4	68	51	21	64
ENSMUSG00000091483	89	59	87	15	33	91
ENSMUSG00000105800	63	33	29	29	53	29
ENSMUSG00000062353	57	11	11	15	36	13
ENSMUSG00000106658	72	98	42	51	37	40
ENSMUSG00000040274	45	22	17	53	19	44
ENSMUSG00000106588	84	6	24	71	15	38
ENSMUSG00000105534	61	29	29	91	29	6
ENSMUSG00000058503	57	15	23	73	13	65
ENSMUSG00000105656	16	87	64	56	20	98
ENSMUSG00000065044	37	59	100	11	94	45
ENSMUSG00000008307	44	100	1	92	49	12
ENSMUSG00000040302	24	76	22	30	56	31
ENSMUSG00000104891	71	25	89	46	6	5
ENSMUSG00000005907	56	9	26	16	49	63
ENSMUSG00000105130	86	8	34	93	65	71
ENSMUSG00000104950	74	3	75	47	62	11
ENSMUSG00000007415	17	71	57	91	87	57
ENSMUSG00000014529	76	70	18	24	90	16
ENSMUSG00000093279	90	30	97	4	19	97
ENSMUSG00000040351	55	58	78	68	98	94
ENSMUSG00000092698	68	50	81	26	26	67
ENSMUSG00000105950	54	55	60	66	59	66
ENSMUSG00000000600	43	66	99	7	24	5
ENSMUSG00000040367	3	32	74	46	42	19
ENSMUSG00000104699	65	7	1	35	52	45
ENSMUSG00000040429	77	38	68	33	96	40
ENSMUSG00000040407	11	15	96	5	46	39
ENSMUSG00000105893	17	35	79	50	81	1
ENSMUSG00000106535	53	4	40	49	90	49
ENSMUSG00000001467	66	84	20	41	90	69
ENSMUSG00000053178	69	99	75	52	74	64
ENSMUSG00000044674	92	35	48	73	55	7
ENSMUSG00000083921	7	50	47	81	24	54
ENSMUSG00000105560	74	54	35	31	52	67
ENSMUSG00000104656	45	79	2	5	60	56
ENSMUSG00000028926	77	84	68	50	69	48
ENSMUSG00000106212	4	87	96	50	84	90
ENSMUSG00000105062	9	27	42	58	100	61
ENSMUSG00000093159	42	73	7	91	97	10
ENSMUSG00000106472	59	53	81	98	33	80
ENSMUSG00000106272	68	73	91	8	98	5
ENSMUSG00000105400	78	92	47	84	38	90
ENSMUSG00000106054	99	2	4	82	2	90
ENSMUSG00000105287	87	60	58	28	64	93
ENSMUSG00000105864	90	93	4	89	59	35
ENSMUSG00000106202	31	87	61	14	22	90
ENSMUSG00000104867	5	74	59	2	6	98
ENSMUSG00000079666	46	41	42	82	62	99
ENSMUSG00000046798	23	12	4	22	76	15
ENSMUSG00000040464	25	65	67	31	17	81
ENSMUSG00000104716	60	73	29	96	93	21
ENSMUSG00000073234	6	72	14	98	77	48
ENSMUSG00000040473	26	1	37	86	94	2
ENSMUSG00000015653	78	55	17	58	84	37
ENSMUSG00000105996	58	67	9	66	16	71
ENSMUSG00000015652	58	5	92	18	17	81
ENSMUSG00000097554	82	33	39	26	12	76
ENSMUSG00000100801	29	23	7	68	32	34
ENSMUSG00000104952	33	83	95	84	61	89
ENSMUSG00000088692	9	23	71	65	75	7
ENSMUSG00000105370	70	7	61	82	70	11
ENSMUSG00000106308	60	100	94	31	73	52
ENSMUSG00000088380	11	19	99	81	24	25
ENSMUSG00000106064	14	83	23	14	32	64
ENSMUSG00000104663	23	92	38	16	84	56
ENSMUSG00000105487	4	94	64	14	89	79
ENSMUSG00000106532	47	39	61	20	36	34
ENSMUSG00000092094	12	54	51	16	2	59
ENSMUSG00000064851	87	90	66	18	85	46
ENSMUSG00000095159	65	5	74	10	62	78
ENSMUSG00000105711	23	60	51	4	44	52
ENSMUSG00000105980	11	88	32	96	7	13
ENSMUSG00000105832	37	75	57	88	39	24
ENSMUSG00000040514	54	71	72	77	83	14
ENSMUSG00000098077	16	88	13	59	27	100
ENSMUSG00000105068	26	17	68	54	68	68
ENSMUSG00000081226	18	58	95	74	88	44
ENSMUSG00000080515	6	47	54	75	94	57
ENSMUSG00000104624	98	78	36	87	70	90
ENSMUSG00000012428	34	19	80	20	18	84
ENSMUSG00000086528	2	15	52	73	30	45
ENSMUSG00000003161	26	90	59	96	92	96
ENSMUSG00000082867	27	98	36	51	44	87
ENSMUSG00000040537	89	40	2	38	64	48
ENSMUSG00000094226	18	27	81	18	54	70
ENSMUSG00000095290	4	97	16	89	86	94
ENSMUSG00000088103	99	11	32	55	79	29
ENSMUSG00000106265	28	29	55	68	26	30
ENSMUSG00000002297	6	60	27	6	38	37
ENSMUSG00000054099	17	94	65	10	38	87
ENSMUSG00000040570	99	25	52	72	91	88
ENSMUSG00000105740	63	92	94	7	13	74
ENSMUSG00000040584	39	26	55	58	93	73
ENSMUSG00000105392	96	23	92	95	56	58
ENSMUSG00000104535	65	68	67	63	48	43
ENSMUSG00000097279	59	19	68	23	0	32
ENSMUSG00000028970	72	74	86	38	56	12
ENSMUSG00000105870	29	81	6	49	27	71
ENSMUSG00000042476	18	36	56	61	41	70
ENSMUSG00000106664	10	25	74	77	80	19
ENSMUSG00000003623	98	100	32	59	10	69
ENSMUSG00000078183	100	24	28	98	4	34
ENSMUSG00000102921	53	79	66	40	39	87
ENSMUSG00000099209	72	95	0	67	76	39
ENSMUSG00000084923	66	26	78	32	98	55
ENSMUSG00000079659	15	76	38	62	28	31
ENSMUSG00000042508	6	42	85	85	77	29
ENSMUSG00000089562	85	79	6	60	57	15
ENSMUSG00000080875	98	94	53	40	41	81
ENSMUSG00000089926	57	74	86	9	9	98
ENSMUSG00000056004	55	78	28	57	18	64
ENSMUSG00000086115	7	86	53	52	51	25
ENSMUSG00000077896	99	21	4	41	50	11
ENSMUSG00000003974	28	46	66	56	77	75
ENSMUSG00000106637	84	66	76	41	46	4
ENSMUSG00000089399	97	61	18	87	72	62
ENSMUSG00000105348	40	99	97	16	56	59
ENSMUSG00000106661	11	71	20	73	96	20
ENSMUSG00000091487	51	52	80	28	78	53
ENSMUSG00000105173	40	76	66	22	11	27
ENSMUSG00000073226	100	56	89	90	82	56
ENSMUSG00000100895	60	88	27	0	31	3
ENSMUSG00000069355	41	15	68	36	93	75
ENSMUSG00000105157	34	29	34	19	47	43
ENSMUSG00000091817	45	61	65	12	74	18
ENSMUSG00000105536	68	15	7	51	62	6
ENSMUSG00000106274	79	0	11	5	44	79
ENSMUSG00000105295	100	60	5	84	11	15
ENSMUSG00000105657	16	16	78	79	87	11
ENSMUSG00000091422	11	53	74	27	28	37
ENSMUSG00000104942	39	14	83	19	91	94
ENSMUSG00000106652	0	21	98	57	98	5
ENSMUSG00000095710	96	85	67	0	71	70
ENSMUSG00000091933	16	6	53	61	90	100
ENSMUSG00000104834	60	57	67	72	67	67
ENSMUSG00000105978	78	24	35	23	37	65
ENSMUSG00000106477	37	7	41	64	23	82
ENSMUSG00000106506	58	43	21	1	57	98
ENSMUSG00000094025	91	97	55	0	32	26
ENSMUSG00000105705	63	81	46	90	13	84
ENSMUSG00000104982	32	25	11	31	97	33
ENSMUSG00000095918	6	96	18	74	5	93
ENSMUSG00000104811	88	17	66	37	75	90
ENSMUSG00000096846	22	67	98	1	95	7
ENSMUSG00000105564	74	16	58	41	51	47
ENSMUSG00000106148	10	4	60	58	69	16
ENSMUSG00000095829	74	48	89	27	2	9
ENSMUSG00000106351	5	90	70	96	90	99
ENSMUSG00000106034	100	29	27	21	100	85
ENSMUSG00000096732	6	98	83	60	89	78
ENSMUSG00000104601	22	98	56	79	47	42
ENSMUSG00000105549	68	17	21	27	25	11
ENSMUSG00000105688	13	0	7	39	44	67
ENSMUSG00000095296	34	97	43	7	12	64
ENSMUSG00000106156	29	35	22	64	56	51
ENSMUSG00000104789	73	31	47	0	60	67
ENSMUSG00000091903	13	11	32	14	48	52
ENSMUSG00000104774	80	17	19	13	14	67
ENSMUSG00000105299	43	32	3	55	96	36
ENSMUSG00000094105	87	73	100	94	62	15
ENSMUSG00000099391	34	65	62	13	90	35
ENSMUSG00000105364	1	8	85	7	2	98
ENSMUSG00000094205	23	88	12	8	86	36
ENSMUSG00000104578	45	3	71	73	57	1
ENSMUSG00000105479	99	31	87	5	15	77
ENSMUSG00000094036	73	45	93	80	53	0
ENSMUSG00000106410	72	57	23	90	94	8
ENSMUSG00000106026	23	75	43	39	60	10
ENSMUSG00000067848	56	55	13	61	21	75
ENSMUSG00000105171	20	71	19	27	78	57
ENSMUSG00000099516	1	80	58	12	36	20
ENSMUSG00000103740	74	26	63	37	93	67
ENSMUSG00000105155	41	19	3	74	73	83
ENSMUSG00000104941	46	48	1	14	66	28
ENSMUSG00000040254	20	71	89	35	37	24
ENSMUSG00000105854	15	67	4	21	60	93
ENSMUSG00000104632	86	12	72	29	58	83
ENSMUSG00000105237	72	91	46	92	71	72
ENSMUSG00000094310	14	11	71	88	42	52
ENSMUSG00000096810	63	1	45	96	47	30
ENSMUSG00000104577	81	8	29	12	12	78
ENSMUSG00000062038	49	10	8	6	57	6
ENSMUSG00000028883	18	28	17	62	16	56
ENSMUSG00000105334	82	86	56	34	47	6
ENSMUSG00000105750	30	0	77	78	57	79
ENSMUSG00000105041	89	23	45	11	52	9
ENSMUSG00000104626	52	41	50	64	61	91
ENSMUSG00000105366	52	6	7	65	90	38
ENSMUSG00000104905	16	33	28	28	29	90
ENSMUSG00000104638	10	35	22	17	35	23
ENSMUSG00000105833	49	23	10	31	13	13
ENSMUSG00000090991	45	4	86	58	23	26
ENSMUSG00000067855	65	39	64	93	47	10
ENSMUSG00000090793	79	23	13	82	20	33
ENSMUSG00000106615	61	45	47	65	99	69
ENSMUSG00000105521	82	28	72	94	71	46
ENSMUSG00000105614	26	41	6	61	13	46
ENSMUSG00000089244	9	6	28	33	41	94
ENSMUSG00000063531	90	74	31	37	67	13
ENSMUSG00000105528	1	27	11	42	36	41
ENSMUSG00000085352	40	70	12	65	8	96
ENSMUSG00000106310	71	94	100	80	22	2
ENSMUSG00000061601	19	40	59	98	91	24
ENSMUSG00000097976	76	55	30	43	89	43
ENSMUSG00000106491	93	58	5	1	51	78
ENSMUSG00000105485	81	92	30	90	75	11
ENSMUSG00000104625	47	65	11	38	9	27
ENSMUSG00000106048	73	43	41	71	54	69
ENSMUSG00000106411	82	99	63	93	11	65
ENSMUSG00000105578	74	91	28	37	70	15
ENSMUSG00000098233	3	1	82	36	45	71
ENSMUSG00000105571	44	71	43	89	44	19
ENSMUSG00000104672	78	95	19	89	63	83
ENSMUSG00000033219	23	35	10	70	8	63
ENSMUSG00000091255	97	43	66	83	96	1
ENSMUSG00000072188	70	17	92	44	82	12
ENSMUSG00000091897	35	92	56	14	41	89
ENSMUSG00000106004	44	30	46	34	60	15
ENSMUSG00000099762	81	37	27	18	74	25
ENSMUSG00000094230	63	60	33	1	3	92
ENSMUSG00000106445	11	94	11	83	47	90
ENSMUSG00000105300	53	74	51	9	1	63
ENSMUSG00000096878	47	75	34	96	64	46
ENSMUSG00000070933	14	15	98	47	53	82
ENSMUSG00000069720	15	61	14	49	68	53
ENSMUSG00000089871	17	99	9	26	64	91
ENSMUSG00000073208	40	16	43	30	84	87
ENSMUSG00000106083	91	55	46	37	76	43
ENSMUSG00000105515	35	60	38	77	83	69
ENSMUSG00000105185	16	6	0	64	84	64
ENSMUSG00000105916	92	58	42	94	97	100
ENSMUSG00000105310	74	1	86	8	89	10
ENSMUSG00000096936	74	72	15	10	52	25
ENSMUSG00000040118	59	65	72	9	90	51
ENSMUSG00000104886	61	43	100	73	33	59
ENSMUSG00000105526	6	56	97	15	9	41
ENSMUSG00000106177	24	68	15	90	37	47
ENSMUSG00000097941	36	66	14	77	89	72
ENSMUSG00000028864	8	58	77	64	54	70
ENSMUSG00000106339	96	89	54	20	72	2
ENSMUSG00000105660	27	73	88	42	97	47
ENSMUSG00000059179	69	69	68	55	14	91
ENSMUSG00000109903	75	34	5	0	100	48
ENSMUSG00000099854	9	7	81	25	64	91
ENSMUSG00000105706	75	70	53	9	94	95
ENSMUSG00000091273	52	88	33	57	61	8
ENSMUSG00000091827	90	31	24	63	83	31
ENSMUSG00000090750	92	94	61	5	91	67
ENSMUSG00000058643	28	34	18	69	41	66
ENSMUSG00000106358	7	69	0	87	89	14
ENSMUSG00000028780	67	29	55	80	71	23
ENSMUSG00000002944	57	75	8	33	43	82
ENSMUSG00000028777	82	5	39	76	98	61
ENSMUSG00000057614	33	66	58	3	74	5
ENSMUSG00000104540	89	14	47	10	85	28
ENSMUSG00000104718	100	70	1	62	94	45
ENSMUSG00000105930	65	31	37	51	43	63
ENSMUSG00000089364	27	2	46	37	63	77
ENSMUSG00000106498	61	81	92	71	19	98
ENSMUSG00000097626	79	1	2	79	41	36
ENSMUSG00000106433	0	27	57	18	15	39
ENSMUSG00000040003	56	13	47	88	55	51
ENSMUSG00000106204	76	75	58	51	93	47
ENSMUSG00000088668	94	74	52	65	5	76
ENSMUSG00000096882	30	0	99	44	67	96
ENSMUSG00000077171	10	67	9	50	57	81
ENSMUSG00000106559	87	92	40	75	50	16
ENSMUSG00000087768	44	69	66	36	9	28
ENSMUSG00000106240	49	86	27	24	84	95
ENSMUSG00000073174	67	27	39	44	69	31
ENSMUSG00000105036	13	69	65	1	15	56
ENSMUSG00000039987	39	15	100	30	84	66
ENSMUSG00000082716	81	55	7	31	89	98
ENSMUSG00000045435	97	3	37	42	43	87
ENSMUSG00000039968	61	30	3	94	30	56
ENSMUSG00000101013	87	51	26	5	0	56
ENSMUSG00000028771	67	77	77	10	96	1
ENSMUSG00000106158	62	97	64	58	83	23
ENSMUSG00000087813	32	92	15	50	97	97
ENSMUSG00000096269	69	68	12	13	55	67
ENSMUSG00000106116	86	42	77	58	100	95
ENSMUSG00000106104	45	48	19	17	9	83
ENSMUSG00000039934	92	77	65	47	33	61
ENSMUSG00000104920	85	64	84	94	95	8
ENSMUSG00000105275	98	46	29	39	62	96
ENSMUSG00000064280	87	5	83	60	90	42
ENSMUSG00000039899	63	33	94	38	62	57
ENSMUSG00000047221	55	7	20	13	92	4
ENSMUSG00000048520	28	68	99	50	8	97
ENSMUSG00000039883	59	2	23	48	76	79
ENSMUSG00000106135	69	52	68	65	76	70
ENSMUSG00000106294	89	4	30	4	59	18
ENSMUSG00000038525	35	9	88	32	35	73
ENSMUSG00000044968	29	52	5	100	99	95
ENSMUSG00000081242	27	25	65	60	58	3
ENSMUSG00000029017	28	23	9	40	79	78
ENSMUSG00000083006	60	7	24	42	61	100
ENSMUSG00000029014	10	55	73	13	63	54
ENSMUSG00000028932	84	7	84	33	24	15
ENSMUSG00000029015	50	82	46	76	42	98
ENSMUSG00000042453	20	13	85	84	72	68
ENSMUSG00000090008	43	61	58	43	65	2
ENSMUSG00000073152	22	43	63	78	21	27
ENSMUSG00000090197	6	72	98	55	71	58
ENSMUSG00000105766	58	98	68	79	86	60
ENSMUSG00000089910	11	78	68	42	92	35
ENSMUSG00000089793	21	3	44	57	95	10
ENSMUSG00000090226	27	88	96	84	37	1
ENSMUSG00000088578	11	48	78	60	57	3
ENSMUSG00000105106	0	45	21	70	40	27
ENSMUSG00000065660	34	55	14	52	58	47
ENSMUSG00000105081	26	12	0	85	89	68
ENSMUSG00000029012	39	10	65	29	30	36
ENSMUSG00000084235	55	75	32	17	99	82
ENSMUSG00000096346	67	99	44	0	4	57
ENSMUSG00000097207	85	87	70	1	0	32
ENSMUSG00000105156	51	35	34	77	72	1
ENSMUSG00000081855	91	28	43	68	34	68
ENSMUSG00000092704	30	71	29	47	89	96
ENSMUSG00000106181	76	53	44	52	46	0
ENSMUSG00000104913	21	88	71	24	67	95
ENSMUSG00000105076	96	91	12	56	3	64
ENSMUSG00000105029	15	31	43	87	49	86
ENSMUSG00000106379	77	8	39	34	89	93
ENSMUSG00000094832	20	12	44	48	8	46
ENSMUSG00000105543	58	38	64	84	47	84
ENSMUSG00000060879	30	53	99	50	82	41
ENSMUSG00000104866	54	97	72	6	24	47
ENSMUSG00000098903	72	22	89	1	50	7
ENSMUSG00000105254	7	60	21	95	52	45
ENSMUSG00000105091	32	37	5	8	49	39
ENSMUSG00000073147	95	94	2	99	75	16
ENSMUSG00000106269	77	48	93	83	86	63
ENSMUSG00000104765	93	19	74	52	79	91
ENSMUSG00000105042	100	12	87	60	25	69
ENSMUSG00000029004	35	5	14	66	19	58
ENSMUSG00000088170	33	7	21	11	98	48
ENSMUSG00000062604	25	57	34	19	85	89
ENSMUSG00000088359	26	47	82	37	68	2
ENSMUSG00000105565	68	98	66	18	3	78
ENSMUSG00000105987	27	9	17	31	51	92
ENSMUSG00000096832	52	77	61	86	36	40
ENSMUSG00000057541	23	75	75	85	72	70
ENSMUSG00000028999	39	13	67	34	14	6
ENSMUSG00000104569	57	78	78	15	27	8
ENSMUSG00000086697	35	68	77	85	43	69
ENSMUSG00000065329	92	17	5	57	84	82
ENSMUSG00000028998	97	59	92	96	55	92
ENSMUSG00000097180	62	54	38	37	6	89
ENSMUSG00000095205	62	81	10	90	33	81
ENSMUSG00000028995	18	97	41	79	19	13
ENSMUSG00000105866	36	86	73	8	10	18
ENSMUSG00000106118	76	13	30	15	43	31
ENSMUSG00000028986	22	98	67	45	42	45
ENSMUSG00000106133	60	18	58	47	95	65
ENSMUSG00000106665	7	44	65	2	89	21
ENSMUSG00000048439	81	84	84	25	82	73
ENSMUSG00000099891	100	88	19	74	100	79
ENSMUSG00000105141	31	96	99	90	62	64
ENSMUSG00000105713	55	78	35	15	5	66
ENSMUSG00000081071	82	0	11	5	42	100
ENSMUSG00000038319	17	28	61	58	27	56
ENSMUSG00000086729	22	16	7	81	79	100
